748	404

46	76

99	80

23	51

10	37

13	70

47	52

10	63

10	95

59	48

19	77

11	73

51	99

12	61

68	80

97	92

10	30

100	11

34	51

81	49

86	84

11	75

66	97

68	98

57	21

81	95

39	98

92	18

33	100

69	33

100	100

10	79

55	46

12	11

51	26

46	11

17	20

86	11

99	87

67	31

32	50

94	10

46	100

16	86

24	57

56	100

76	97

26	93

64	24

88	85

11	85

94	23

25	69

15	11

96	13

96	12

82	11

100	45

95	88

95	90

100	79

13	79

15	57

18	69

33	79

14	100

10	10

64	53

19	30

16	90

46	70

49	85

90	22

58	10

98	73

52	98

22	100

10	53

92	10

11	93

55	83

41	47

38	89

57	100

67	84

12	25

10	100

18	83

17	11

87	38

48	14

79	63

61	35

77	12

38	21

56	24

82	100

14	97

50	64

82	45

57	41

65	65

89	44

68	16

72	56

17	20

43	10

86	27

96	21

100	10

10	14

11	98

91	95

99	99

11	38

48	71

99	81

12	83

96	93

32	72

61	95

99	10

11	33

94	72

97	69

23	12

51	30

62	61

57	55

80	97

21	42

99	28

58	13

55	27

61	10

100	100

100	11

27	77

30	85

40	100

49	97

11	97

40	66

93	10

64	77

89	68

15	62

95	95

68	95

49	10

61	76

27	62

49	90

45	14

15	18

13	36

100	92

47	90

100	78

94	18

10	100

98	34

65	100

75	15

44	36

11	73

31	11

87	10

50	20

93	20

98	98

69	53

100	77

10	43

97	29

35	31

95	100

11	31

100	39

88	22

14	78

41	96

14	40

92	39

99	22

44	100

100	85

24	92

100	46

79	44

23	35

61	53

11	81

18	27

64	15

65	27

98	86

23	100

13	39

36	74

50	27

81	72

42	10

38	65

100	29

71	14

99	92

10	15

36	56

95	48

52	96

80	25

43	10

23	75

66	79

10	46

40	60

89	10

46	11

97	92

89	99

51	17

27	38

28	19

81	67

66	90

73	10

84	40

22	84

54	43

72	64

16	30

97	86

27	23

60	65

11	52

92	13

23	65

96	62

97	11

99	14

93	29

91	83

37	99

60	10

91	71

47	94

96	96

28	100

22	72

10	59

22	12

10	13

93	61

22	12

10	71

96	61

89	36

16	16

18	15

32	12

53	80

100	73

74	99

99	99

51	12

61	94

31	87

10	30

16	16

82	13

82	49

16	82

85	12

22	80

46	11

70	49

23	16

97	90

94	51

82	64

86	84

95	11

19	99

52	10

87	82

10	63

31	85

94	10

28	92

57	32

83	56

74	95

24	11

45	95

15	100

10	96

19	99

95	95

26	84

21	14

34	10

29	40

11	10

48	92

90	86

94	10

18	97

27	94

10	98

10	11

75	12

29	79

100	57

100	83

16	36

14	22

45	11

99	51

79	36

78	88

33	68

86	95

43	92

22	92

89	79

35	99

88	11

13	61

78	64

10	83

16	31

38	78

68	94

24	72

78	24

39	95

13	69

13	12

42	55

50	10

78	100

44	50

60	12

67	30

65	21

10	44

66	51

48	23

24	23

14	10

12	47

55	73

78	75

26	82

12	42

10	12

11	71

13	37

97	22

19	22

34	82

61	84

93	14

92	100

39	100

34	25

96	21

24	67

62	48

13	14

75	99

57	78

12	55

36	72

12	18

84	84

10	16

21	39

73	22

22	100

28	26

17	57

18	10

34	12

12	17

73	73

65	81

85	51

63	98

12	10

21	49

70	12

94	13

76	59

100	27

77	54

96	12

93	66

100	20

29	94

77	15

87	83

92	98

95	59

15	23

97	51

86	100

10	52

12	87

99	72

96	17

72	91

78	11

15	79

36	63

66	100

55	100

33	94

57	61

25	66

43	76

10	99

78	13

12	96

100	80

48	100

13	37

24	83

86	11

97	13

94	10

83	16

35	90

53	98

86	61

31	23

19	90

66	35

43	61

37	100

43	14

90	17

14	81

67	40

99	22

53	60

40	73

100	59

78	100

40	50

22	98

99	30

36	71

22	33

19	78

97	33

13	84

13	73

67	10

84	92

83	85

67	100

10	73

96	96

33	99

76	10

100	15

93	91

92	35

91	19

99	98

78	34

58	99

100	21

11	92

33	90

72	100

71	57

22	100

16	86

11	22

81	94

31	14

26	27

83	12

74	62

79	27

76	17

10	78

35	10

47	56

96	11

78	16

100	58

47	26

93	24

36	16

57	85

89	78

90	71

